iteration,total,bc,pde,supervised
5356,3.3201503e14,8.30226,180.45201,3.3201503e14
5357,3.3201503e14,8.301172,180.43782,3.3201503e14
5358,3.3201503e14,8.300042,180.42609,3.3201503e14
5359,3.3201503e14,8.298768,180.41878,3.3201503e14
5360,3.3201503e14,8.297765,180.40701,3.3201503e14
5361,3.3201503e14,8.296452,180.40282,3.3201503e14
5362,3.3201503e14,8.295409,180.39403,3.3201503e14
5363,3.3201503e14,8.294217,180.38893,3.3201503e14
5364,3.3201503e14,8.293025,180.3844,3.3201503e14
5365,3.3201503e14,8.291966,180.37749,3.3201503e14
5366,3.3201503e14,8.290692,180.37537,3.3201503e14
5367,3.3201503e14,8.289657,180.36873,3.3201503e14
5368,3.3201503e14,8.288436,180.36607,3.3201503e14
5369,3.3201503e14,8.287301,180.36159,3.3201503e14
5370,3.3201503e14,8.286182,180.35695,3.3201503e14
5371,3.3201503e14,8.284958,180.35455,3.3201503e14
5372,3.3201503e14,8.283897,180.3491,3.3201503e14
5373,3.3201503e14,8.28267,180.347,3.3201503e14
5374,3.3201503e14,8.281567,180.34244,3.3201503e14
5375,3.3201503e14,8.280407,180.33925,3.3201503e14
5376,3.3201503e14,8.279226,180.33655,3.3201503e14
5377,3.3201503e14,8.278135,180.33232,3.3201503e14
5378,3.3201503e14,8.277008,180.33072,3.3201503e14
5379,3.3201503e14,8.275952,180.32713,3.3201503e14
5380,3.3201503e14,8.2746725,180.32848,3.3201503e14
5381,3.3201503e14,8.2735405,180.32948,3.3201503e14
5382,3.3201503e14,8.272333,180.33517,3.3201503e14
5383,3.3201503e14,8.271327,180.33992,3.3201503e14
5384,3.3201503e14,8.270374,180.34409,3.3201503e14
5385,3.3201503e14,8.269347,180.34738,3.3201503e14
5386,3.3201503e14,8.268371,180.34673,3.3201503e14
5387,3.3201503e14,8.26736,180.34605,3.3201503e14
5388,3.3201503e14,8.266596,180.34138,3.3201503e14
5389,3.3201503e14,8.265923,180.33635,3.3201503e14
5390,3.3201503e14,8.2653055,180.32999,3.3201503e14
5391,3.3201503e14,8.264688,180.32243,3.3201503e14
5392,3.3201503e14,8.263964,180.31578,3.3201503e14
5393,3.3201503e14,8.263275,180.3076,3.3201503e14
5394,3.3201503e14,8.262482,180.30107,3.3201503e14
5395,3.3201503e14,8.261704,180.29428,3.3201503e14
5396,3.3201503e14,8.260925,180.2882,3.3201503e14
5397,3.3201503e14,8.260148,180.28278,3.3201503e14
5398,3.3201503e14,8.2594,180.2767,3.3201503e14
5399,3.3201503e14,8.258551,180.27147,3.3201503e14
5400,3.3201503e14,8.257676,180.26538,3.3201503e14
5401,3.3201503e14,8.2567625,180.2596,3.3201503e14
5402,3.3201503e14,8.255903,180.25345,3.3201503e14
5403,3.3201503e14,8.255096,180.24698,3.3201503e14
5404,3.3201503e14,8.25425,180.24072,3.3201503e14
5405,3.3201503e14,8.25337,180.2333,3.3201503e14
5406,3.3201503e14,8.252416,180.22568,3.3201503e14
5407,3.3201503e14,8.251477,180.21684,3.3201503e14
5408,3.3201503e14,8.25057,180.2074,3.3201503e14
5409,3.3201503e14,8.249698,180.1972,3.3201503e14
5410,3.3201503e14,8.248861,180.18568,3.3201503e14
5411,3.3201503e14,8.247998,180.17346,3.3201503e14
5412,3.3201503e14,8.24715,180.1597,3.3201503e14
5413,3.3201503e14,8.246288,180.14536,3.3201503e14
5414,3.3201503e14,8.245449,180.13033,3.3201503e14
5415,3.3201503e14,8.244631,180.11487,3.3201503e14
5416,3.3201503e14,8.243798,180.09924,3.3201503e14
5417,3.3201503e14,8.24296,180.08339,3.3201503e14
5418,3.3201503e14,8.242077,180.0678,3.3201503e14
5419,3.3201503e14,8.241177,180.05217,3.3201503e14
5420,3.3201503e14,8.240246,180.0367,3.3201503e14
5421,3.3201503e14,8.239301,180.02148,3.3201503e14
5422,3.3201503e14,8.238357,180.0061,3.3201503e14
5423,3.3201503e14,8.2374,179.99107,3.3201503e14
5424,3.3201503e14,8.236466,179.97565,3.3201503e14
5425,3.3201503e14,8.235517,179.96034,3.3201503e14
5426,3.3201503e14,8.23458,179.94469,3.3201503e14
5427,3.3201503e14,8.233354,179.92957,3.3201503e14
5428,3.3201503e14,8.23186,179.92134,3.3201503e14
5429,3.3201503e14,8.23087,179.9071,3.3201503e14
5430,3.3201503e14,8.229667,179.89967,3.3201503e14
5431,3.3201503e14,8.228676,179.8842,3.3201503e14
5432,3.3201503e14,8.227454,179.87006,3.3201503e14
5433,3.3201503e14,8.226449,179.85268,3.3201503e14
5434,3.3201503e14,8.225816,179.8323,3.3201503e14
5435,3.3201503e14,8.225175,179.81528,3.3201503e14
5436,3.3201503e14,8.224682,179.79338,3.3201503e14
5437,3.3201503e14,8.223766,179.77795,3.3201503e14
5438,3.3201503e14,8.22295,179.75998,3.3201503e14
5439,3.3201503e14,8.222022,179.74774,3.3201503e14
5440,3.3201503e14,8.221134,179.73726,3.3201503e14
5441,3.3201503e14,8.220172,179.72798,3.3201503e14
5442,3.3201503e14,8.218961,179.72244,3.3201503e14
5443,3.3201503e14,8.217878,179.7142,3.3201503e14
5444,3.3201503e14,8.216799,179.71004,3.3201503e14
5445,3.3201503e14,8.215932,179.70271,3.3201503e14
5446,3.3201503e14,8.214878,179.69986,3.3201503e14
5447,3.3201503e14,8.213977,179.69536,3.3201503e14
5448,3.3201503e14,8.213184,179.69264,3.3201503e14
5449,3.3201503e14,8.212567,179.6896,3.3201503e14
5450,3.3201503e14,8.212013,179.68556,3.3201503e14
5451,3.3201503e14,8.211225,179.68398,3.3201503e14
5452,3.3201503e14,8.210419,179.68057,3.3201503e14
5453,3.3201503e14,8.209535,179.68024,3.3201503e14
5454,3.3201503e14,8.208882,179.6783,3.3201503e14
5455,3.3201503e14,8.20825,179.67868,3.3201503e14
5456,3.3201503e14,8.207616,179.67935,3.3201503e14
5457,3.3201503e14,8.206945,179.68007,3.3201503e14
5458,3.3201503e14,8.206224,179.6817,3.3201503e14
5459,3.3201503e14,8.205594,179.68185,3.3201503e14
5460,3.3201503e14,8.204919,179.68382,3.3201503e14
5461,3.3201503e14,8.204341,179.6851,3.3201503e14
5462,3.3201503e14,8.20378,179.68823,3.3201503e14
5463,3.3201503e14,8.203296,179.69127,3.3201503e14
5464,3.3201503e14,8.202789,179.69524,3.3201503e14
5465,3.3201503e14,8.202157,179.70073,3.3201503e14
5466,3.3201503e14,8.201471,179.7067,3.3201503e14
5467,3.3201503e14,8.200736,179.71478,3.3201503e14
5468,3.3201503e14,8.2001,179.72292,3.3201503e14
5469,3.3201503e14,8.199459,179.7327,3.3201503e14
5470,3.3201503e14,8.198809,179.74254,3.3201503e14
5471,3.3201503e14,8.198107,179.7529,3.3201503e14
5472,3.3201503e14,8.197396,179.76332,3.3201503e14
5473,3.3201503e14,8.196739,179.7732,3.3201503e14
5474,3.3201503e14,8.196097,179.78346,3.3201503e14
5475,3.3201503e14,8.195509,179.79305,3.3201503e14
5476,3.3201503e14,8.19492,179.80315,3.3201503e14
5477,3.3201503e14,8.194384,179.8127,3.3201503e14
5478,3.3201503e14,8.193844,179.8225,3.3201503e14
5479,3.3201503e14,8.193275,179.83218,3.3201503e14
5480,3.3201503e14,8.192678,179.84213,3.3201503e14
5481,3.3201503e14,8.19207,179.85248,3.3201503e14
5482,3.3201503e14,8.191508,179.86272,3.3201503e14
5483,3.3201503e14,8.190957,179.8734,3.3201503e14
5484,3.3201503e14,8.190414,179.88388,3.3201503e14
5485,3.3201503e14,8.189822,179.89453,3.3201503e14
5486,3.3201503e14,8.18923,179.90503,3.3201503e14
5487,3.3201503e14,8.188647,179.91545,3.3201503e14
5488,3.3201503e14,8.1880865,179.92584,3.3201503e14
5489,3.3201503e14,8.18754,179.93607,3.3201503e14
5490,3.3201503e14,8.18698,179.94662,3.3201503e14
5491,3.3201503e14,8.186436,179.95659,3.3201503e14
5492,3.3201503e14,8.185874,179.96703,3.3201503e14
5493,3.3201503e14,8.185324,179.97688,3.3201503e14
5494,3.3201503e14,8.184739,179.98706,3.3201503e14
5495,3.3201503e14,8.184171,179.9969,3.3201503e14
5496,3.3201503e14,8.183607,180.00674,3.3201503e14
5497,3.3201503e14,8.183068,180.0164,3.3201503e14
5498,3.3201503e14,8.182543,180.02553,3.3201503e14
5499,3.3201503e14,8.181998,180.03474,3.3201503e14
5500,3.3201503e14,8.181466,180.04332,3.3201503e14
5501,3.3201503e14,8.180923,180.05206,3.3201503e14
5502,3.3201503e14,8.180421,180.06013,3.3201503e14
5503,3.3201503e14,8.179915,180.06845,3.3201503e14
5504,3.3201503e14,8.179422,180.07631,3.3201503e14
5505,3.3201503e14,8.178914,180.0842,3.3201503e14
5506,3.3201503e14,8.1784115,180.09207,3.3201503e14
5507,3.3201503e14,8.177913,180.09967,3.3201503e14
5508,3.3201503e14,8.1774025,180.10745,3.3201503e14
5509,3.3201503e14,8.176908,180.11476,3.3201503e14
5510,3.3201503e14,8.1764,180.12253,3.3201503e14
5511,3.3201503e14,8.175921,180.1297,3.3201503e14
5512,3.3201503e14,8.175428,180.13727,3.3201503e14
5513,3.3201503e14,8.174954,180.1443,3.3201503e14
5514,3.3201503e14,8.174465,180.15155,3.3201503e14
5515,3.3201503e14,8.1739855,180.15842,3.3201503e14
5516,3.3201503e14,8.173513,180.1653,3.3201503e14
5517,3.3201503e14,8.17305,180.17224,3.3201503e14
5518,3.3201503e14,8.172597,180.17888,3.3201503e14
5519,3.3201503e14,8.172137,180.18573,3.3201503e14
5520,3.3201503e14,8.171694,180.19215,3.3201503e14
5521,3.3201503e14,8.171227,180.1989,3.3201503e14
5522,3.3201503e14,8.170792,180.2052,3.3201503e14
5523,3.3201503e14,8.170343,180.21172,3.3201503e14
5524,3.3201503e14,8.169913,180.21796,3.3201503e14
5525,3.3201503e14,8.169483,180.22432,3.3201503e14
5526,3.3201503e14,8.169062,180.23059,3.3201503e14
5527,3.3201503e14,8.168641,180.23686,3.3201503e14
5528,3.3201503e14,8.168219,180.24307,3.3201503e14
5529,3.3201503e14,8.167805,180.24913,3.3201503e14
5530,3.3201503e14,8.167393,180.25525,3.3201503e14
5531,3.3201503e14,8.166996,180.2613,3.3201503e14
5532,3.3201503e14,8.166597,180.26743,3.3201503e14
5533,3.3201503e14,8.166204,180.2734,3.3201503e14
5534,3.3201503e14,8.165807,180.27943,3.3201503e14
5535,3.3201503e14,8.165414,180.2854,3.3201503e14
5536,3.3201503e14,8.165028,180.29143,3.3201503e14
5537,3.3201503e14,8.164639,180.2974,3.3201503e14
5538,3.3201503e14,8.16426,180.3033,3.3201503e14
5539,3.3201503e14,8.163883,180.30923,3.3201503e14
5540,3.3201503e14,8.163509,180.31514,3.3201503e14
5541,3.3201503e14,8.163143,180.32088,3.3201503e14
5542,3.3201503e14,8.162776,180.3266,3.3201503e14
5543,3.3201503e14,8.162411,180.33226,3.3201503e14
5544,3.3201503e14,8.162052,180.33783,3.3201503e14
5545,3.3201503e14,8.161694,180.34346,3.3201503e14
5546,3.3201503e14,8.1613455,180.34883,3.3201503e14
5547,3.3201503e14,8.160996,180.35425,3.3201503e14
5548,3.3201503e14,8.160656,180.35959,3.3201503e14
5549,3.3201503e14,8.160305,180.36482,3.3201503e14
5550,3.3201503e14,8.15996,180.36987,3.3201503e14
5551,3.3201503e14,8.159622,180.37502,3.3201503e14
5552,3.3201503e14,8.159285,180.3798,3.3201503e14
5553,3.3201503e14,8.15895,180.38477,3.3201503e14
5554,3.3201503e14,8.158616,180.38943,3.3201503e14
5555,3.3201503e14,8.158286,180.39403,3.3201503e14
5556,3.3201503e14,8.157958,180.3984,3.3201503e14
5557,3.3201503e14,8.157633,180.40263,3.3201503e14
5558,3.3201503e14,8.157307,180.40677,3.3201503e14
5559,3.3201503e14,8.156982,180.41069,3.3201503e14
5560,3.3201503e14,8.156654,180.41446,3.3201503e14
5561,3.3201503e14,8.156337,180.41798,3.3201503e14
5562,3.3201503e14,8.156012,180.42139,3.3201503e14
5563,3.3201503e14,8.155695,180.4244,3.3201503e14
5564,3.3201503e14,8.15537,180.42738,3.3201503e14
5565,3.3201503e14,8.15505,180.4299,3.3201503e14
5566,3.3201503e14,8.154725,180.43233,3.3201503e14
5567,3.3201503e14,8.154406,180.43416,3.3201503e14
5568,3.3201503e14,8.154078,180.43585,3.3201503e14
5569,3.3201503e14,8.153768,180.43698,3.3201503e14
5570,3.32015e14,8.153439,180.4379,3.32015e14
5571,3.32015e14,8.153129,180.43822,3.32015e14
5572,3.32015e14,8.152797,180.43826,3.32015e14
5573,3.32015e14,8.152477,180.43744,3.32015e14
5574,3.32015e14,8.152144,180.43654,3.32015e14
5575,3.32015e14,8.151819,180.43448,3.32015e14
5576,3.32015e14,8.151476,180.43233,3.32015e14
5577,3.32015e14,8.1511545,180.42888,3.32015e14
5578,3.32015e14,8.1508045,180.42516,3.32015e14
5579,3.32015e14,8.150479,180.41995,3.32015e14
5580,3.32015e14,8.150121,180.41461,3.32015e14
5581,3.32015e14,8.149789,180.40732,3.32015e14
5582,3.32015e14,8.149415,180.39978,3.32015e14
5583,3.32015e14,8.149073,180.39003,3.32015e14
5584,3.32015e14,8.148686,180.37982,3.32015e14
5585,3.32015e14,8.148341,180.3672,3.32015e14
5586,3.32015e14,8.147939,180.35396,3.32015e14
5587,3.32015e14,8.147701,180.33792,3.32015e14
5588,3.32015e14,8.147551,180.32057,3.32015e14
5589,3.32015e14,8.147579,180.29787,3.32015e14
5590,3.32015e14,8.147416,180.27496,3.32015e14
5591,3.32015e14,8.147353,180.24518,3.32015e14
5592,3.32015e14,8.146979,180.21735,3.32015e14
5593,3.32015e14,8.14683,180.18225,3.32015e14
5594,3.32015e14,8.146413,180.15,3.32015e14
5595,3.32015e14,8.14633,180.10861,3.32015e14
5596,3.32015e14,8.145924,180.07013,3.32015e14
5597,3.32015e14,8.145814,180.021,3.32015e14
5598,3.32015e14,8.145274,179.97488,3.32015e14
5599,3.32015e14,8.145062,179.91605,3.32015e14
5600,3.32015e14,8.144418,179.86005,3.32015e14
5601,3.32015e14,8.144235,179.78993,3.32015e14
5602,3.32015e14,8.143618,179.72395,3.32015e14
5603,3.32015e14,8.143526,179.64288,3.32015e14
5604,3.32015e14,8.142882,179.56754,3.32015e14
5605,3.32015e14,8.142772,179.47565,3.32015e14
5606,3.32015e14,8.141967,179.39189,3.32015e14
5607,3.32015e14,8.141796,179.29063,3.32015e14
5608,3.32015e14,8.140851,179.20139,3.32015e14
5609,3.32015e14,8.140734,179.09361,3.32015e14
5610,3.32015e14,8.139738,179.00229,3.32015e14
5611,3.32015e14,8.139726,178.89062,3.32015e14
5612,3.32015e14,8.138612,178.80093,3.32015e14
5613,3.32015e14,8.138649,178.68892,3.32015e14
5614,3.32015e14,8.137335,178.60544,3.32015e14
5615,3.32015e14,8.13744,178.4962,3.32015e14
5616,3.32015e14,8.135915,178.42252,3.32015e14
5617,3.32015e14,8.136142,178.31772,3.32015e14
5618,3.32015e14,8.134388,178.25671,3.32015e14
5619,3.32015e14,8.134737,178.15729,3.32015e14
5620,3.32015e14,8.132675,178.1091,3.32015e14
5621,3.32015e14,8.133112,178.01353,3.32015e14
5622,3.32015e14,8.130731,177.97649,3.32015e14
5623,3.32015e14,8.131267,177.88269,3.32015e14
5624,3.32015e14,8.1286745,177.85303,3.32015e14
5625,3.32015e14,8.129295,177.7594,3.32015e14
5626,3.32015e14,8.12662,177.73131,3.32015e14
5627,3.32015e14,8.127453,177.63719,3.32015e14
5628,3.32015e14,8.12526,177.60387,3.32015e14
5629,3.32015e14,8.126131,177.50818,3.32015e14
5630,3.32015e14,8.124269,177.46199,3.32015e14
5631,3.32015e14,8.12465,177.36668,3.32015e14
5632,3.32015e14,8.123184,177.30399,3.32015e14
5633,3.32015e14,8.12311,177.21088,3.32015e14
5634,3.32015e14,8.12216,177.13104,3.32015e14
5635,3.32015e14,8.12157,177.04118,3.32015e14
5636,3.32015e14,8.121102,176.94643,3.32015e14
5637,3.32015e14,8.120026,176.86089,3.32015e14
5638,3.32015e14,8.119778,176.75642,3.32015e14
5639,3.32015e14,8.118268,176.67387,3.32015e14
5640,3.32015e14,8.118127,176.56372,3.32015e14
5641,3.32015e14,8.116512,176.48196,3.32015e14
5642,3.32015e14,8.116427,176.37128,3.32015e14
5643,3.32015e14,8.114836,176.29013,3.32015e14
5644,3.32015e14,8.114608,176.18419,3.32015e14
5645,3.32015e14,8.113439,176.10309,3.32015e14
5646,3.32015e14,8.11338,176.00346,3.32015e14
5647,3.32015e14,8.112444,175.92198,3.32015e14
5648,3.32015e14,8.112022,175.83122,3.32015e14
5649,3.32015e14,8.111016,175.75186,3.32015e14
5650,3.32015e14,8.110061,175.673,3.32015e14
5651,3.32015e14,8.109121,175.59755,3.32015e14
5652,3.32015e14,8.108054,175.52977,3.32015e14
5653,3.32015e14,8.107435,175.45824,3.32015e14
5654,3.32015e14,8.106312,175.3995,3.32015e14
5655,3.32015e14,8.105735,175.33217,3.32015e14
5656,3.32015e14,8.104426,175.28012,3.32015e14
5657,3.32015e14,8.103843,175.2165,3.32015e14
5658,3.32015e14,8.102587,175.16847,3.32015e14
5659,3.32015e14,8.102133,175.10869,3.32015e14
5660,3.32015e14,8.101036,175.06436,3.32015e14
5661,3.32015e14,8.100631,175.00993,3.32015e14
5662,3.32015e14,8.099654,174.96857,3.32015e14
5663,3.32015e14,8.099225,174.91907,3.32015e14
5664,3.32015e14,8.098361,174.87947,3.32015e14
5665,3.32015e14,8.0978565,174.83447,3.32015e14
5666,3.32015e14,8.097062,174.79662,3.32015e14
5667,3.32015e14,8.096501,174.75633,3.32015e14
5668,3.32015e14,8.095872,174.7201,3.32015e14
5669,3.32015e14,8.095392,174.68404,3.32015e14
5670,3.32015e14,8.094967,174.64932,3.32015e14
5671,3.32015e14,8.094496,174.61723,3.32015e14
5672,3.32015e14,8.094114,174.5848,3.32015e14
5673,3.32015e14,8.093558,174.55704,3.32015e14
5674,3.32015e14,8.093197,174.52724,3.32015e14
5675,3.32015e14,8.092633,174.5036,3.32015e14
5676,3.32015e14,8.092347,174.4769,3.32015e14
5677,3.32015e14,8.091783,174.45758,3.32015e14
5678,3.32015e14,8.091515,174.43414,3.32015e14
5679,3.32015e14,8.090907,174.4184,3.32015e14
5680,3.32015e14,8.090644,174.39725,3.32015e14
5681,3.32015e14,8.090019,174.38399,3.32015e14
5682,3.32015e14,8.089777,174.36429,3.32015e14
5683,3.32015e14,8.08914,174.35294,3.32015e14
5684,3.32015e14,8.088921,174.3343,3.32015e14
5685,3.32015e14,8.088303,174.32413,3.32015e14
5686,3.32015e14,8.088148,174.30595,3.32015e14
5687,3.32015e14,8.087553,174.29659,3.32015e14
5688,3.32015e14,8.087429,174.27824,3.32015e14
5689,3.32015e14,8.086801,174.26935,3.32015e14
5690,3.32015e14,8.086682,174.25072,3.32015e14
5691,3.32015e14,8.086032,174.24226,3.32015e14
5692,3.32015e14,8.085978,174.22296,3.32015e14
5693,3.32015e14,8.085339,174.21501,3.32015e14
5694,3.32015e14,8.085361,174.19472,3.32015e14
5695,3.32015e14,8.084698,174.18748,3.32015e14
5696,3.32015e14,8.084779,174.1663,3.32015e14
5697,3.32015e14,8.084071,174.16025,3.32015e14
5698,3.32015e14,8.084236,174.13817,3.32015e14
5699,3.32015e14,8.083468,174.13388,3.32015e14
5700,3.32015e14,8.0837345,174.11058,3.32015e14
5701,3.32015e14,8.08288,174.10907,3.32015e14
5702,3.32015e14,8.083273,174.0847,3.32015e14
5703,3.32015e14,8.082305,174.08661,3.32015e14
5704,3.32015e14,8.082845,174.06067,3.32015e14
5705,3.32015e14,8.081731,174.06654,3.32015e14
5706,3.32015e14,8.082453,174.03845,3.32015e14
5707,3.32015e14,8.081152,174.04915,3.32015e14
5708,3.32015e14,8.082084,174.01814,3.32015e14
5709,3.32015e14,8.0806,174.034,3.32015e14
5710,3.32015e14,8.082135,173.99913,3.32015e14
5711,3.32015e14,8.080755,174.02005,3.32015e14
5712,3.32015e14,8.0822525,173.98166,3.32015e14
5713,3.32015e14,8.080199,174.00763,3.32015e14
5714,3.32015e14,8.081694,173.96687,3.32015e14
5715,3.32015e14,8.079759,173.99446,3.32015e14
5716,3.32015e14,8.081483,173.95343,3.32015e14
5717,3.32015e14,8.079672,173.97908,3.32015e14
5718,3.32015e14,8.081037,173.9439,3.32015e14
5719,3.32015e14,8.07958,173.96428,3.32015e14
5720,3.32015e14,8.080621,173.93956,3.32015e14
5721,3.32015e14,8.079872,173.94975,3.32015e14
5722,3.32015e14,8.080311,173.93661,3.32015e14
5723,3.32015e14,8.08014,173.93549,3.32015e14
5724,3.32015e14,8.080051,173.93304,3.32015e14
5725,3.32015e14,8.080405,173.92297,3.32015e14
5726,3.32015e14,8.079908,173.92924,3.32015e14
5727,3.32015e14,8.080647,173.91327,3.32015e14
5728,3.32015e14,8.079925,173.92542,3.32015e14
5729,3.32015e14,8.080774,173.9087,3.32015e14
5730,3.32015e14,8.079921,173.92389,3.32015e14
5731,3.32015e14,8.080624,173.91,3.32015e14
5732,3.32015e14,8.079882,173.9238,3.32015e14
5733,3.32015e14,8.08047,173.91411,3.32015e14
5734,3.32015e14,8.080086,173.92374,3.32015e14
5735,3.32015e14,8.080438,173.91966,3.32015e14
5736,3.32015e14,8.080305,173.92445,3.32015e14
5737,3.32015e14,8.080331,173.92621,3.32015e14
5738,3.32015e14,8.0804825,173.92642,3.32015e14
5739,3.32015e14,8.080354,173.93303,3.32015e14
5740,3.32015e14,8.080756,173.93027,3.32015e14
5741,3.32015e14,8.080456,173.94041,3.32015e14
5742,3.32015e14,8.080875,173.93677,3.32015e14
5743,3.32015e14,8.080458,173.94884,3.32015e14
5744,3.32015e14,8.080899,173.9455,3.32015e14
5745,3.32015e14,8.080548,173.95752,3.32015e14
5746,3.32015e14,8.080958,173.95537,3.32015e14
5747,3.32015e14,8.080675,173.96594,3.32015e14
5748,3.32015e14,8.080964,173.96565,3.32015e14
5749,3.32015e14,8.080804,173.9741,3.32015e14
5750,3.32015e14,8.081009,173.97598,3.32015e14
5751,3.32015e14,8.081007,173.98204,3.32015e14
5752,3.32015e14,8.081117,173.98604,3.32015e14
5753,3.32015e14,8.081214,173.99042,3.32015e14
5754,3.32015e14,8.0812,173.99675,3.32015e14
5755,3.32015e14,8.08135,174.00002,3.32015e14
5756,3.32015e14,8.081254,174.00815,3.32015e14
5757,3.32015e14,8.081462,174.01068,3.32015e14
5758,3.32015e14,8.081334,174.01979,3.32015e14
5759,3.32015e14,8.081574,174.02213,3.32015e14
5760,3.32015e14,8.08142,174.03183,3.32015e14
5761,3.32015e14,8.081656,174.03438,3.32015e14
5762,3.32015e14,8.0815115,174.04395,3.32015e14
5763,3.32015e14,8.081758,174.04674,3.32015e14
5764,3.32015e14,8.081652,174.05621,3.32015e14
5765,3.32015e14,8.08187,174.05963,3.32015e14
5766,3.32015e14,8.081774,174.069,3.32015e14
5767,3.32015e14,8.0819435,174.07332,3.32015e14
5768,3.32015e14,8.081874,174.08247,3.32015e14
5769,3.32015e14,8.082018,174.08777,3.32015e14
5770,3.32015e14,8.081979,174.09665,3.32015e14
5771,3.32015e14,8.082084,174.10275,3.32015e14
5772,3.32015e14,8.082057,174.11159,3.32015e14
5773,3.32015e14,8.082136,174.1184,3.32015e14
5774,3.32015e14,8.0821295,174.12697,3.32015e14
5775,3.32015e14,8.082189,174.1343,3.32015e14
5776,3.32015e14,8.082206,174.1426,3.32015e14
5777,3.32015e14,8.0822525,174.15033,3.32015e14
5778,3.32015e14,8.082281,174.15852,3.32015e14
5779,3.32015e14,8.082307,174.16684,3.32015e14
5780,3.32015e14,8.082335,174.17499,3.32015e14
5781,3.32015e14,8.082338,174.18365,3.32015e14
5782,3.32015e14,8.082381,174.19185,3.32015e14
5783,3.32015e14,8.082374,174.20091,3.32015e14
5784,3.32015e14,8.082414,174.20912,3.32015e14
5785,3.32015e14,8.082381,174.21838,3.32015e14
5786,3.32015e14,8.082419,174.22649,3.32015e14
5787,3.32015e14,8.082381,174.236,3.32015e14
5788,3.32015e14,8.082431,174.24396,3.32015e14
5789,3.32015e14,8.082384,174.25368,3.32015e14
5790,3.32015e14,8.082433,174.26157,3.32015e14
5791,3.32015e14,8.082364,174.2716,3.32015e14
5792,3.32015e14,8.082417,174.27936,3.32015e14
5793,3.32015e14,8.082325,174.2897,3.32015e14
5794,3.32015e14,8.08238,174.29726,3.32015e14
5795,3.32015e14,8.082266,174.30797,3.32015e14
5796,3.32015e14,8.082331,174.31502,3.32015e14
5797,3.32015e14,8.082184,174.32616,3.32015e14
5798,3.32015e14,8.082272,174.3328,3.32015e14
5799,3.32015e14,8.082075,174.34448,3.32015e14
5800,3.32015e14,8.082193,174.35019,3.32015e14
5801,3.32015e14,8.081944,174.36261,3.32015e14
5802,3.32015e14,8.082109,174.3672,3.32015e14
5803,3.32015e14,8.081782,174.38066,3.32015e14
5804,3.32015e14,8.082004,174.38376,3.32015e14
5805,3.32015e14,8.0815735,174.39864,3.32015e14
5806,3.32015e14,8.081886,174.39964,3.32015e14
5807,3.32015e14,8.081327,174.41667,3.32015e14
5808,3.32015e14,8.081771,174.41458,3.32015e14
5809,3.32015e14,8.081021,174.43459,3.32015e14
5810,3.32015e14,8.081656,174.42833,3.32015e14
5811,3.32015e14,8.08064,174.45264,3.32015e14
5812,3.32015e14,8.081552,174.44052,3.32015e14
5813,3.32015e14,8.080285,174.47073,3.32015e14
5814,3.32015e14,8.0817585,174.45084,3.32015e14
5815,3.32015e14,8.0801,174.48807,3.32015e14
5816,3.32015e14,8.08207,174.45767,3.32015e14
5817,3.32015e14,8.079874,174.50314,3.32015e14
5818,3.32015e14,8.082328,174.46162,3.32015e14
5819,3.32015e14,8.079523,174.51518,3.32015e14
5820,3.32015e14,8.082171,174.46594,3.32015e14
5821,3.32015e14,8.079093,174.52095,3.32015e14
5822,3.32015e14,8.081571,174.47324,3.32015e14
5823,3.32015e14,8.079149,174.51656,3.32015e14
5824,3.32015e14,8.080805,174.48456,3.32015e14
5825,3.32015e14,8.07963,174.50394,3.32015e14
5826,3.32015e14,8.079755,174.49756,3.32015e14
5827,3.32015e14,8.079867,174.48982,3.32015e14
5828,3.32015e14,8.078625,174.50595,3.32015e14
5829,3.32015e14,8.0797205,174.47781,3.32015e14
5830,3.32015e14,8.077821,174.50356,3.32015e14
5831,3.32015e14,8.079124,174.46843,3.32015e14
5832,3.32015e14,8.077328,174.48885,3.32015e14
5833,3.32015e14,8.078048,174.46082,3.32015e14
5834,3.32015e14,8.076996,174.464,3.32015e14
5835,3.32015e14,8.076729,174.45047,3.32015e14
5836,3.32015e14,8.076554,174.43251,3.32015e14
5837,3.32015e14,8.0753565,174.43025,3.32015e14
5838,3.32015e14,8.075711,174.39584,3.32015e14
5839,3.32015e14,8.074044,174.39505,3.32015e14
5840,3.32015e14,8.074386,174.35333,3.32015e14
5841,3.32015e14,8.072838,174.34259,3.32015e14
5842,3.32015e14,8.072717,174.30171,3.32015e14
5843,3.32015e14,8.07167,174.27362,3.32015e14
5844,3.32015e14,8.070844,174.23654,3.32015e14
5845,3.32015e14,8.070257,174.18939,3.32015e14
5846,3.32015e14,8.068775,174.15266,3.32015e14
5847,3.32015e14,8.068371,174.08965,3.32015e14
5848,3.32015e14,8.066589,174.04591,3.32015e14
5849,3.32015e14,8.066054,173.97234,3.32015e14
5850,3.32015e14,8.064318,173.91408,3.32015e14
5851,3.32015e14,8.063358,173.83427,3.32015e14
5852,3.32015e14,8.061838,173.75722,3.32015e14
5853,3.32015e14,8.060346,173.6721,3.32015e14
5854,3.32015e14,8.059042,173.57562,3.32015e14
5855,3.32015e14,8.057109,173.48297,3.32015e14
5856,3.32015e14,8.055858,173.36974,3.32015e14
