iteration,total,bc,pde,supervised
1366,3.320153e14,8.153545,23.47655,3.320153e14
1367,3.320153e14,8.153528,23.493776,3.320153e14
1368,3.320153e14,8.153541,23.510912,3.320153e14
1369,3.320153e14,8.153579,23.527939,3.320153e14
1370,3.320153e14,8.153637,23.544914,3.320153e14
1371,3.320153e14,8.15368,23.561993,3.320153e14
1372,3.320153e14,8.153703,23.579252,3.320153e14
1373,3.320153e14,8.153703,23.596668,3.320153e14
1374,3.320153e14,8.153693,23.614191,3.320153e14
1375,3.320153e14,8.153684,23.631748,3.320153e14
1376,3.320153e14,8.153679,23.649334,3.320153e14
1377,3.320153e14,8.15367,23.667034,3.320153e14
1378,3.320153e14,8.153656,23.684881,3.320153e14
1379,3.320153e14,8.153632,23.702883,3.320153e14
1380,3.320153e14,8.153609,23.720991,3.320153e14
1381,3.320153e14,8.153595,23.739145,3.320153e14
1382,3.320153e14,8.153592,23.7573,3.320153e14
1383,3.320153e14,8.153588,23.775465,3.320153e14
1384,3.320153e14,8.153581,23.793695,3.320153e14
1385,3.320153e14,8.1535635,23.811993,3.320153e14
1386,3.320153e14,8.153534,23.83034,3.320153e14
1387,3.320153e14,8.153507,23.84869,3.320153e14
1388,3.320153e14,8.153481,23.866993,3.320153e14
1389,3.320153e14,8.153463,23.885248,3.320153e14
1390,3.320153e14,8.153453,23.90349,3.320153e14
1391,3.320153e14,8.153442,23.921755,3.320153e14
1392,3.320153e14,8.15343,23.940035,3.320153e14
1393,3.320153e14,8.153422,23.958326,3.320153e14
1394,3.320153e14,8.1534195,23.976595,3.320153e14
1395,3.320153e14,8.153424,23.994848,3.320153e14
1396,3.320153e14,8.153434,24.013088,3.320153e14
1397,3.320153e14,8.153435,24.03137,3.320153e14
1398,3.320153e14,8.153432,24.049698,3.320153e14
1399,3.320153e14,8.153423,24.068077,3.320153e14
1400,3.320153e14,8.153427,24.086494,3.320153e14
1401,3.320153e14,8.153432,24.104944,3.320153e14
1402,3.320153e14,8.153407,24.123674,3.320153e14
1403,3.320153e14,8.153332,24.142878,3.320153e14
1404,3.320153e14,8.153223,24.16254,3.320153e14
1405,3.320153e14,8.153117,24.182396,3.320153e14
1406,3.320153e14,8.153058,24.202156,3.320153e14
1407,3.320153e14,8.153059,24.221685,3.320153e14
1408,3.320153e14,8.153095,24.24106,3.320153e14
1409,3.320153e14,8.153123,24.260456,3.320153e14
1410,3.320153e14,8.153121,24.279959,3.320153e14
1411,3.320153e14,8.153091,24.29947,3.320153e14
1412,3.320153e14,8.153058,24.318792,3.320153e14
1413,3.320153e14,8.153043,24.337795,3.320153e14
1414,3.320153e14,8.153047,24.356539,3.320153e14
1415,3.320153e14,8.153052,24.37517,3.320153e14
1416,3.320153e14,8.153055,24.39383,3.320153e14
1417,3.320153e14,8.153051,24.412537,3.320153e14
1418,3.320153e14,8.15307,24.431202,3.320153e14
1419,3.320153e14,8.153114,24.449745,3.320153e14
1420,3.320153e14,8.153185,24.468182,3.320153e14
1421,3.320153e14,8.153266,24.48664,3.320153e14
1422,3.320153e14,8.153332,24.505238,3.320153e14
1423,3.320153e14,8.153369,24.524038,3.320153e14
1424,3.320153e14,8.153385,24.542988,3.320153e14
1425,3.320153e14,8.153397,24.562014,3.320153e14
1426,3.320153e14,8.153409,24.581072,3.320153e14
1427,3.320153e14,8.153427,24.600197,3.320153e14
1428,3.320153e14,8.153436,24.619461,3.320153e14
1429,3.320153e14,8.153437,24.638924,3.320153e14
1430,3.320153e14,8.153429,24.658533,3.320153e14
1431,3.320153e14,8.153429,24.678228,3.320153e14
1432,3.320153e14,8.153441,24.697943,3.320153e14
1433,3.320153e14,8.153457,24.71766,3.320153e14
1434,3.320153e14,8.153473,24.737442,3.320153e14
1435,3.320153e14,8.153476,24.757313,3.320153e14
1436,3.320153e14,8.153468,24.777245,3.320153e14
1437,3.320153e14,8.153456,24.797195,3.320153e14
1438,3.320153e14,8.153447,24.817114,3.320153e14
1439,3.320153e14,8.153447,24.836988,3.320153e14
1440,3.320153e14,8.153452,24.856827,3.320153e14
1441,3.320153e14,8.15346,24.876678,3.320153e14
1442,3.320153e14,8.153468,24.896555,3.320153e14
1443,3.320153e14,8.153478,24.916462,3.320153e14
1444,3.320153e14,8.153498,24.936348,3.320153e14
1445,3.320153e14,8.153524,24.956205,3.320153e14
1446,3.320153e14,8.153549,24.976063,3.320153e14
1447,3.320153e14,8.153574,24.99594,3.320153e14
1448,3.320153e14,8.153595,25.01588,3.320153e14
1449,3.320153e14,8.153609,25.03587,3.320153e14
1450,3.320153e14,8.153622,25.055882,3.320153e14
1451,3.320153e14,8.153634,25.075928,3.320153e14
1452,3.320153e14,8.153653,25.09598,3.320153e14
1453,3.320153e14,8.15367,25.116112,3.320153e14
1454,3.320153e14,8.15369,25.136301,3.320153e14
1455,3.320153e14,8.153705,25.156569,3.320153e14
1456,3.320153e14,8.153718,25.17689,3.320153e14
1457,3.320153e14,8.153732,25.197254,3.320153e14
1458,3.320153e14,8.153753,25.217642,3.320153e14
1459,3.320153e14,8.153766,25.238104,3.320153e14
1460,3.320153e14,8.153779,25.258595,3.320153e14
1461,3.320153e14,8.15379,25.279139,3.320153e14
1462,3.320153e14,8.153797,25.299742,3.320153e14
1463,3.320153e14,8.153808,25.320364,3.320153e14
1464,3.320153e14,8.153821,25.341002,3.320153e14
1465,3.320153e14,8.153833,25.361668,3.320153e14
1466,3.320153e14,8.153845,25.382385,3.320153e14
1467,3.320153e14,8.15386,25.40312,3.320153e14
1468,3.320153e14,8.153873,25.423895,3.320153e14
1469,3.320153e14,8.153891,25.444698,3.320153e14
1470,3.320153e14,8.153909,25.465513,3.320153e14
1471,3.320153e14,8.153926,25.486347,3.320153e14
1472,3.320153e14,8.153944,25.50722,3.320153e14
1473,3.320153e14,8.153958,25.528126,3.320153e14
1474,3.320153e14,8.1539755,25.549074,3.320153e14
1475,3.320153e14,8.153989,25.570042,3.320153e14
1476,3.320153e14,8.154006,25.59104,3.320153e14
1477,3.320153e14,8.154022,25.612083,3.320153e14
1478,3.320153e14,8.15404,25.633162,3.320153e14
1479,3.320153e14,8.154061,25.65428,3.320153e14
1480,3.320153e14,8.1540785,25.67545,3.320153e14
1481,3.320153e14,8.154096,25.696657,3.320153e14
1482,3.320153e14,8.154113,25.7179,3.320153e14
1483,3.320153e14,8.154129,25.739195,3.320153e14
1484,3.320153e14,8.154147,25.760515,3.320153e14
1485,3.320153e14,8.154165,25.781889,3.320153e14
1486,3.320153e14,8.154181,25.803293,3.320153e14
1487,3.320153e14,8.154194,25.824749,3.320153e14
1488,3.320153e14,8.15421,25.846235,3.320153e14
1489,3.320153e14,8.154227,25.867756,3.320153e14
1490,3.320153e14,8.154243,25.889328,3.320153e14
1491,3.320153e14,8.154262,25.910921,3.320153e14
1492,3.320153e14,8.154281,25.932554,3.320153e14
1493,3.320153e14,8.154298,25.954231,3.320153e14
1494,3.320153e14,8.154313,25.97594,3.320153e14
1495,3.320153e14,8.154332,25.997679,3.320153e14
1496,3.320153e14,8.154349,26.019451,3.320153e14
1497,3.320153e14,8.1543665,26.041267,3.320153e14
1498,3.320153e14,8.154384,26.063107,3.320153e14
1499,3.320153e14,8.154403,26.084988,3.320153e14
1500,3.320153e14,8.154419,26.106897,3.320153e14
1501,3.320153e14,8.154437,26.128944,3.320153e14
1502,3.320153e14,8.154377,26.151585,3.320153e14
1503,3.320153e14,8.154213,26.175222,3.320153e14
1504,3.320153e14,8.153991,26.199684,3.320153e14
1505,3.320153e14,8.153797,26.224384,3.320153e14
1506,3.320153e14,8.153709,26.248718,3.320153e14
1507,3.320153e14,8.153731,26.272524,3.320153e14
1508,3.320153e14,8.153803,26.296068,3.320153e14
1509,3.320153e14,8.1538515,26.319723,3.320153e14
1510,3.320153e14,8.153844,26.343483,3.320153e14
1511,3.320153e14,8.15381,26.367056,3.320153e14
1512,3.320153e14,8.15379,26.39001,3.320153e14
1513,3.320153e14,8.153809,26.412264,3.320153e14
1514,3.320153e14,8.15385,26.43406,3.320153e14
1515,3.320153e14,8.153886,26.45578,3.320153e14
1516,3.320153e14,8.153917,26.47755,3.320153e14
1517,3.320153e14,8.153972,26.499298,3.320153e14
1518,3.320153e14,8.154086,26.52081,3.320153e14
1519,3.320153e14,8.154259,26.542042,3.320153e14
1520,3.320153e14,8.154459,26.563225,3.320153e14
1521,3.320153e14,8.154637,26.584646,3.320153e14
1522,3.320153e14,8.154767,26.606457,3.320153e14
1523,3.320153e14,8.15485,26.62861,3.320153e14
1524,3.320153e14,8.15491,26.650911,3.320153e14
1525,3.320153e14,8.15497,26.67325,3.320153e14
1526,3.320153e14,8.1550255,26.695705,3.320153e14
1527,3.320153e14,8.155065,26.718449,3.320153e14
1528,3.320153e14,8.155082,26.741562,3.320153e14
1529,3.320153e14,8.155093,26.764992,3.320153e14
1530,3.320153e14,8.155112,26.788536,3.320153e14
1531,3.320153e14,8.155154,26.812101,3.320153e14
1532,3.320153e14,8.15521,26.835655,3.320153e14
1533,3.320153e14,8.155254,26.85932,3.320153e14
1534,3.320153e14,8.155275,26.883123,3.320153e14
1535,3.320153e14,8.155278,26.907015,3.320153e14
1536,3.320153e14,8.155277,26.930853,3.320153e14
1537,3.320153e14,8.15529,26.95454,3.320153e14
1538,3.320153e14,8.1553135,26.978088,3.320153e14
1539,3.320153e14,8.155348,27.00158,3.320153e14
1540,3.320153e14,8.15539,27.02509,3.320153e14
1541,3.320153e14,8.155432,27.048626,3.320153e14
1542,3.320153e14,8.155489,27.072111,3.320153e14
1543,3.320153e14,8.155565,27.09549,3.320153e14
1544,3.320153e14,8.155648,27.118816,3.320153e14
1545,3.320153e14,8.155734,27.142115,3.320153e14
1546,3.320153e14,8.155806,27.165495,3.320153e14
1547,3.320153e14,8.155868,27.188957,3.320153e14
1548,3.320153e14,8.155923,27.212452,3.320153e14
1549,3.320153e14,8.155979,27.23596,3.320153e14
1550,3.320153e14,8.156043,27.259495,3.320153e14
1551,3.320153e14,8.156103,27.283096,3.320153e14
1552,3.320153e14,8.156163,27.306854,3.320153e14
1553,3.320153e14,8.156217,27.330706,3.320153e14
1554,3.320153e14,8.156272,27.35467,3.320153e14
1555,3.320153e14,8.156329,27.378698,3.320153e14
1556,3.320153e14,8.156388,27.40275,3.320153e14
1557,3.320153e14,8.156445,27.426857,3.320153e14
1558,3.320153e14,8.156495,27.451077,3.320153e14
1559,3.320153e14,8.156535,27.475348,3.320153e14
1560,3.320153e14,8.156571,27.499685,3.320153e14
1561,3.320153e14,8.156616,27.524036,3.320153e14
1562,3.320153e14,8.156658,27.548384,3.320153e14
1563,3.320153e14,8.156707,27.572765,3.320153e14
1564,3.320153e14,8.156755,27.597187,3.320153e14
1565,3.320153e14,8.156806,27.621643,3.320153e14
1566,3.320153e14,8.156859,27.646126,3.320153e14
1567,3.320153e14,8.156913,27.67061,3.320153e14
1568,3.320153e14,8.156974,27.695095,3.320153e14
1569,3.320153e14,8.157035,27.719578,3.320153e14
1570,3.320153e14,8.15709,27.744102,3.320153e14
1571,3.320153e14,8.157145,27.768673,3.320153e14
1572,3.320153e14,8.1572,27.793268,3.320153e14
1573,3.320153e14,8.157254,27.817915,3.320153e14
1574,3.320153e14,8.1573105,27.842562,3.320153e14
1575,3.320153e14,8.157371,27.867258,3.320153e14
1576,3.320153e14,8.157431,27.892008,3.320153e14
1577,3.320153e14,8.157489,27.916819,3.320153e14
1578,3.320153e14,8.157549,27.941683,3.320153e14
1579,3.320153e14,8.157602,27.966597,3.320153e14
1580,3.320153e14,8.157665,27.991535,3.320153e14
1581,3.320153e14,8.157722,28.016533,3.320153e14
1582,3.320153e14,8.157777,28.04156,3.320153e14
1583,3.320153e14,8.157828,28.066673,3.320153e14
1584,3.320153e14,8.15788,28.091816,3.320153e14
1585,3.320153e14,8.157931,28.117014,3.320153e14
1586,3.320153e14,8.157986,28.142223,3.320153e14
1587,3.320153e14,8.158039,28.167482,3.320153e14
1588,3.320153e14,8.158094,28.192776,3.320153e14
1589,3.320153e14,8.15815,28.218119,3.320153e14
1590,3.320153e14,8.158204,28.243502,3.320153e14
1591,3.320153e14,8.158259,28.2689,3.320153e14
1592,3.320153e14,8.158317,28.294323,3.320153e14
1593,3.320153e14,8.158372,28.319778,3.320153e14
1594,3.320153e14,8.158427,28.345282,3.320153e14
1595,3.320153e14,8.158483,28.370804,3.320153e14
1596,3.320153e14,8.158537,28.396372,3.320153e14
1597,3.320153e14,8.158595,28.42197,3.320153e14
1598,3.320153e14,8.158654,28.447584,3.320153e14
1599,3.320153e14,8.158711,28.473251,3.320153e14
1600,3.320153e14,8.158771,28.49895,3.320153e14
1601,3.320153e14,8.158831,28.524689,3.320153e14
1602,3.320153e14,8.158886,28.550468,3.320153e14
1603,3.320153e14,8.158947,28.57629,3.320153e14
1604,3.320153e14,8.159004,28.60214,3.320153e14
1605,3.320153e14,8.159062,28.62804,3.320153e14
1606,3.320153e14,8.15912,28.65397,3.320153e14
1607,3.320153e14,8.159176,28.67995,3.320153e14
1608,3.320153e14,8.159231,28.705967,3.320153e14
1609,3.320153e14,8.159289,28.732027,3.320153e14
1610,3.320153e14,8.159347,28.758139,3.320153e14
1611,3.320153e14,8.159404,28.784266,3.320153e14
1612,3.320153e14,8.159463,28.810448,3.320153e14
1613,3.320153e14,8.15952,28.836672,3.320153e14
1614,3.320153e14,8.159578,28.862913,3.320153e14
1615,3.320153e14,8.159637,28.88921,3.320153e14
1616,3.320153e14,8.159692,28.915522,3.320153e14
1617,3.320153e14,8.15975,28.9419,3.320153e14
1618,3.320153e14,8.159808,28.968287,3.320153e14
1619,3.320153e14,8.159867,28.994717,3.320153e14
1620,3.320153e14,8.159923,29.02119,3.320153e14
1621,3.320153e14,8.159984,29.047697,3.320153e14
1622,3.320153e14,8.160041,29.074245,3.320153e14
1623,3.320153e14,8.160101,29.100811,3.320153e14
1624,3.320153e14,8.16016,29.12743,3.320153e14
1625,3.320153e14,8.160218,29.154078,3.320153e14
1626,3.320153e14,8.160277,29.180777,3.320153e14
1627,3.320153e14,8.160335,29.207495,3.320153e14
1628,3.320153e14,8.160396,29.234255,3.320153e14
1629,3.320153e14,8.160456,29.261044,3.320153e14
1630,3.320153e14,8.160516,29.28788,3.320153e14
1631,3.320153e14,8.160572,29.314766,3.320153e14
1632,3.320153e14,8.160631,29.341665,3.320153e14
1633,3.320153e14,8.160692,29.368622,3.320153e14
1634,3.320153e14,8.16075,29.395607,3.320153e14
1635,3.320153e14,8.16081,29.42264,3.320153e14
1636,3.320153e14,8.160868,29.44969,3.320153e14
1637,3.320153e14,8.160928,29.476788,3.320153e14
1638,3.320153e14,8.160989,29.503918,3.320153e14
1639,3.320153e14,8.161047,29.5311,3.320153e14
1640,3.320153e14,8.161107,29.5583,3.320153e14
1641,3.320153e14,8.161167,29.585554,3.320153e14
1642,3.320153e14,8.161227,29.612825,3.320153e14
1643,3.320153e14,8.161286,29.640142,3.320153e14
1644,3.320153e14,8.1613455,29.667505,3.320153e14
1645,3.320153e14,8.1614065,29.694893,3.320153e14
1646,3.320153e14,8.161465,29.722324,3.320153e14
1647,3.320153e14,8.161526,29.74978,3.320153e14
1648,3.320153e14,8.161586,29.777277,3.320153e14
1649,3.320153e14,8.161646,29.804811,3.320153e14
1650,3.320153e14,8.161708,29.83239,3.320153e14
1651,3.320153e14,8.161766,29.859993,3.320153e14
1652,3.320153e14,8.161826,29.887634,3.320153e14
1653,3.320153e14,8.161888,29.915327,3.320153e14
1654,3.320153e14,8.161948,29.943033,3.320153e14
1655,3.320153e14,8.162008,29.970785,3.320153e14
1656,3.320153e14,8.162066,29.998566,3.320153e14
1657,3.320153e14,8.16213,30.026384,3.320153e14
1658,3.320153e14,8.162191,30.054266,3.320153e14
1659,3.320153e14,8.16225,30.082157,3.320153e14
1660,3.320153e14,8.1623125,30.110106,3.320153e14
1661,3.320153e14,8.162373,30.138071,3.320153e14
1662,3.320153e14,8.162436,30.16607,3.320153e14
1663,3.320153e14,8.162496,30.194115,3.320153e14
1664,3.320153e14,8.162557,30.222198,3.320153e14
1665,3.320153e14,8.162617,30.250307,3.320153e14
1666,3.320153e14,8.162678,30.278463,3.320153e14
1667,3.320153e14,8.162741,30.306639,3.320153e14
1668,3.320153e14,8.162802,30.334866,3.320153e14
1669,3.320153e14,8.162861,30.363127,3.320153e14
1670,3.320153e14,8.162923,30.391409,3.320153e14
1671,3.320153e14,8.162982,30.419752,3.320153e14
1672,3.320153e14,8.163043,30.448109,3.320153e14
1673,3.320153e14,8.163109,30.476507,3.320153e14
1674,3.320153e14,8.163171,30.504963,3.320153e14
1675,3.320153e14,8.163231,30.533422,3.320153e14
1676,3.320153e14,8.163292,30.561932,3.320153e14
1677,3.320153e14,8.163353,30.590464,3.320153e14
1678,3.320153e14,8.163416,30.619053,3.320153e14
1679,3.320153e14,8.163479,30.647661,3.320153e14
1680,3.320153e14,8.163538,30.676315,3.320153e14
1681,3.320153e14,8.163602,30.704996,3.320153e14
1682,3.320153e14,8.163666,30.733717,3.320153e14
1683,3.320153e14,8.163725,30.762468,3.320153e14
1684,3.320153e14,8.163785,30.791258,3.320153e14
1685,3.320153e14,8.163851,30.820093,3.320153e14
1686,3.320153e14,8.163913,30.848946,3.320153e14
1687,3.320153e14,8.163975,30.877844,3.320153e14
1688,3.320153e14,8.164037,30.906776,3.320153e14
1689,3.320153e14,8.164101,30.935755,3.320153e14
1690,3.320153e14,8.164159,30.964743,3.320153e14
1691,3.320153e14,8.164222,30.99379,3.320153e14
1692,3.320153e14,8.164284,31.02285,3.320153e14
1693,3.320153e14,8.1643505,31.051966,3.320153e14
1694,3.320153e14,8.164411,31.081112,3.320153e14
1695,3.320153e14,8.164473,31.110285,3.320153e14
1696,3.320153e14,8.1645355,31.139494,3.320153e14
1697,3.320153e14,8.1646,31.168737,3.320153e14
1698,3.320153e14,8.16466,31.198011,3.320153e14
1699,3.320153e14,8.164722,31.227331,3.320153e14
1700,3.320153e14,8.164786,31.256681,3.320153e14
1701,3.320153e14,8.164849,31.286081,3.320153e14
1702,3.320153e14,8.164915,31.3155,3.320153e14
1703,3.320153e14,8.164974,31.344946,3.320153e14
1704,3.320153e14,8.16504,31.374432,3.320153e14
1705,3.320153e14,8.165102,31.40396,3.320153e14
1706,3.320153e14,8.165165,31.43352,3.320153e14
1707,3.320153e14,8.165229,31.463097,3.320153e14
1708,3.320153e14,8.165293,31.492733,3.320153e14
1709,3.320153e14,8.165356,31.522394,3.320153e14
1710,3.320153e14,8.165417,31.552088,3.320153e14
1711,3.320153e14,8.16548,31.58183,3.320153e14
1712,3.320153e14,8.165544,31.611595,3.320153e14
1713,3.320153e14,8.165606,31.641388,3.320153e14
1714,3.320153e14,8.165671,31.671211,3.320153e14
1715,3.320153e14,8.165733,31.701078,3.320153e14
1716,3.320153e14,8.165797,31.730988,3.320153e14
1717,3.320153e14,8.165863,31.76092,3.320153e14
1718,3.320153e14,8.165923,31.790884,3.320153e14
1719,3.320153e14,8.165989,31.820894,3.320153e14
1720,3.320153e14,8.166053,31.85093,3.320153e14
1721,3.320153e14,8.166117,31.880999,3.320153e14
1722,3.320153e14,8.166179,31.911102,3.320153e14
1723,3.320153e14,8.166244,31.941236,3.320153e14
1724,3.320153e14,8.166307,31.971409,3.320153e14
1725,3.320153e14,8.166369,32.00161,3.320153e14
1726,3.320153e14,8.166433,32.03185,3.320153e14
1727,3.320153e14,8.166496,32.062122,3.320153e14
1728,3.320153e14,8.166561,32.092434,3.320153e14
1729,3.320153e14,8.166627,32.12277,3.320153e14
1730,3.320153e14,8.166689,32.15315,3.320153e14
1731,3.320153e14,8.166754,32.183563,3.320153e14
1732,3.320153e14,8.166819,32.214005,3.320153e14
1733,3.320153e14,8.16688,32.244465,3.320153e14
1734,3.320153e14,8.166944,32.274986,3.320153e14
1735,3.320153e14,8.167007,32.305527,3.320153e14
1736,3.320153e14,8.167073,32.336094,3.320153e14
1737,3.320153e14,8.167139,32.3667,3.320153e14
1738,3.320153e14,8.167203,32.397343,3.320153e14
1739,3.320153e14,8.167265,32.428013,3.320153e14
1740,3.320153e14,8.16733,32.458725,3.320153e14
1741,3.320153e14,8.167394,32.489464,3.320153e14
1742,3.320153e14,8.1674595,32.520226,3.320153e14
1743,3.320153e14,8.167526,32.55104,3.320153e14
1744,3.320153e14,8.167586,32.58189,3.320153e14
1745,3.320153e14,8.167653,32.612747,3.320153e14
1746,3.320153e14,8.167718,32.643665,3.320153e14
1747,3.320153e14,8.16778,32.674583,3.320153e14
1748,3.320153e14,8.167845,32.70556,3.320153e14
1749,3.320153e14,8.1679125,32.73656,3.320153e14
1750,3.320153e14,8.1679735,32.767593,3.320153e14
1751,3.320153e14,8.168038,32.79867,3.320153e14
1752,3.320153e14,8.168102,32.82977,3.320153e14
1753,3.320153e14,8.168169,32.860893,3.320153e14
1754,3.320153e14,8.168231,32.89207,3.320153e14
1755,3.320153e14,8.168297,32.92326,3.320153e14
1756,3.320153e14,8.168363,32.95449,3.320153e14
1757,3.320153e14,8.168426,32.985756,3.320153e14
1758,3.320153e14,8.16849,33.017063,3.320153e14
1759,3.320153e14,8.168557,33.04839,3.320153e14
1760,3.320153e14,8.168621,33.079742,3.320153e14
1761,3.320153e14,8.168685,33.111137,3.320153e14
1762,3.320153e14,8.168751,33.142563,3.320153e14
1763,3.320153e14,8.168817,33.17402,3.320153e14
1764,3.320153e14,8.168883,33.205505,3.320153e14
1765,3.320153e14,8.168946,33.23703,3.320153e14
1766,3.320153e14,8.169008,33.268578,3.320153e14
1767,3.320153e14,8.169076,33.30017,3.320153e14
1768,3.320153e14,8.169141,33.331783,3.320153e14
1769,3.320153e14,8.169204,33.363438,3.320153e14
1770,3.320153e14,8.169269,33.39512,3.320153e14
1771,3.320153e14,8.1693325,33.42683,3.320153e14
1772,3.320153e14,8.1694,33.458572,3.320153e14
1773,3.320153e14,8.169465,33.490345,3.320153e14
1774,3.320153e14,8.169529,33.52217,3.320153e14
1775,3.320153e14,8.169591,33.553997,3.320153e14
1776,3.320153e14,8.16966,33.585865,3.320153e14
1777,3.320153e14,8.169723,33.61777,3.320153e14
1778,3.320153e14,8.16979,33.649704,3.320153e14
1779,3.320153e14,8.169852,33.681675,3.320153e14
1780,3.320153e14,8.169918,33.713684,3.320153e14
1781,3.320153e14,8.169982,33.745693,3.320153e14
1782,3.3201527e14,8.170049,33.77776,3.3201527e14
1783,3.3201527e14,8.170114,33.809856,3.3201527e14
1784,3.3201527e14,8.170179,33.84197,3.3201527e14
1785,3.3201527e14,8.170243,33.874126,3.3201527e14
1786,3.3201527e14,8.170308,33.906315,3.3201527e14
1787,3.3201527e14,8.170372,33.938522,3.3201527e14
1788,3.3201527e14,8.170441,33.970776,3.3201527e14
1789,3.3201527e14,8.1705065,34.00305,3.3201527e14
1790,3.3201527e14,8.170572,34.035366,3.3201527e14
1791,3.3201527e14,8.170636,34.06771,3.3201527e14
1792,3.3201527e14,8.170701,34.100075,3.3201527e14
1793,3.3201527e14,8.170764,34.132477,3.3201527e14
1794,3.3201527e14,8.170829,34.164906,3.3201527e14
1795,3.3201527e14,8.170897,34.19738,3.3201527e14
1796,3.3201527e14,8.17096,34.22987,3.3201527e14
1797,3.3201527e14,8.171028,34.262386,3.3201527e14
1798,3.3201527e14,8.171093,34.294956,3.3201527e14
1799,3.3201527e14,8.171156,34.327545,3.3201527e14
1800,3.3201527e14,8.171223,34.360146,3.3201527e14
1801,3.3201527e14,8.171288,34.392803,3.3201527e14
1802,3.3201527e14,8.171353,34.425472,3.3201527e14
1803,3.3201527e14,8.171419,34.458183,3.3201527e14
1804,3.3201527e14,8.171486,34.490932,3.3201527e14
1805,3.3201527e14,8.17155,34.5237,3.3201527e14
1806,3.3201527e14,8.171616,34.5565,3.3201527e14
1807,3.3201527e14,8.17168,34.589333,3.3201527e14
1808,3.3201527e14,8.171745,34.622192,3.3201527e14
1809,3.3201527e14,8.17181,34.655083,3.3201527e14
1810,3.3201527e14,8.171876,34.688004,3.3201527e14
1811,3.3201527e14,8.171942,34.720947,3.3201527e14
1812,3.3201527e14,8.172007,34.75393,3.3201527e14
1813,3.3201527e14,8.172072,34.78693,3.3201527e14
1814,3.3201527e14,8.172138,34.819977,3.3201527e14
1815,3.3201527e14,8.172204,34.85306,3.3201527e14
1816,3.3201527e14,8.172267,34.886154,3.3201527e14
1817,3.3201527e14,8.172335,34.919296,3.3201527e14
1818,3.3201527e14,8.172399,34.952446,3.3201527e14
1819,3.3201527e14,8.172465,34.985645,3.3201527e14
1820,3.3201527e14,8.17253,35.018852,3.3201527e14
1821,3.3201527e14,8.172595,35.05211,3.3201527e14
1822,3.3201527e14,8.172662,35.085384,3.3201527e14
1823,3.3201527e14,8.172729,35.118694,3.3201527e14
1824,3.3201527e14,8.172794,35.152027,3.3201527e14
1825,3.3201527e14,8.172859,35.185394,3.3201527e14
1826,3.3201527e14,8.172926,35.21879,3.3201527e14
1827,3.3201527e14,8.172989,35.252216,3.3201527e14
1828,3.3201527e14,8.173056,35.285667,3.3201527e14
1829,3.3201527e14,8.173121,35.319164,3.3201527e14
1830,3.3201527e14,8.173186,35.352665,3.3201527e14
1831,3.3201527e14,8.173251,35.386208,3.3201527e14
1832,3.3201527e14,8.173318,35.4198,3.3201527e14
1833,3.3201527e14,8.173387,35.453392,3.3201527e14
1834,3.3201527e14,8.1734495,35.48703,3.3201527e14
1835,3.3201527e14,8.173513,35.520687,3.3201527e14
1836,3.3201527e14,8.17358,35.554375,3.3201527e14
1837,3.3201527e14,8.173647,35.58809,3.3201527e14
1838,3.3201527e14,8.17371,35.62184,3.3201527e14
1839,3.3201527e14,8.173776,35.655617,3.3201527e14
1840,3.3201527e14,8.173841,35.689407,3.3201527e14
1841,3.3201527e14,8.173907,35.72325,3.3201527e14
1842,3.3201527e14,8.173971,35.75712,3.3201527e14
1843,3.3201527e14,8.174039,35.791,3.3201527e14
1844,3.3201527e14,8.174104,35.82493,3.3201527e14
1845,3.3201527e14,8.174169,35.858864,3.3201527e14
1846,3.3201527e14,8.174234,35.89284,3.3201527e14
1847,3.3201527e14,8.174301,35.92685,3.3201527e14
1848,3.3201527e14,8.174366,35.96088,3.3201527e14
1849,3.3201527e14,8.174431,35.994938,3.3201527e14
1850,3.3201527e14,8.174497,36.02903,3.3201527e14
1851,3.3201527e14,8.174563,36.063145,3.3201527e14
1852,3.3201527e14,8.174627,36.097294,3.3201527e14
1853,3.3201527e14,8.174694,36.131474,3.3201527e14
1854,3.3201527e14,8.174762,36.165672,3.3201527e14
1855,3.3201527e14,8.174825,36.199905,3.3201527e14
1856,3.3201527e14,8.1748905,36.234173,3.3201527e14
1857,3.3201527e14,8.174957,36.268444,3.3201527e14
1858,3.3201527e14,8.175023,36.30276,3.3201527e14
1859,3.3201527e14,8.175086,36.337105,3.3201527e14
1860,3.3201527e14,8.175153,36.371475,3.3201527e14
1861,3.3201527e14,8.1752205,36.405872,3.3201527e14
1862,3.3201527e14,8.175284,36.440304,3.3201527e14
1863,3.3201527e14,8.17535,36.47475,3.3201527e14
1864,3.3201527e14,8.175417,36.509235,3.3201527e14
1865,3.3201527e14,8.175482,36.543747,3.3201527e14
1866,3.3201527e14,8.175549,36.57828,3.3201527e14
1867,3.3201527e14,8.175613,36.612846,3.3201527e14
1868,3.3201527e14,8.175677,36.647427,3.3201527e14
1869,3.3201527e14,8.175743,36.682053,3.3201527e14
1870,3.3201527e14,8.175808,36.716694,3.3201527e14
1871,3.3201527e14,8.175873,36.751377,3.3201527e14
1872,3.3201527e14,8.175941,36.786083,3.3201527e14
1873,3.3201527e14,8.176005,36.820805,3.3201527e14
1874,3.3201527e14,8.17607,36.855553,3.3201527e14
1875,3.3201527e14,8.176136,36.89034,3.3201527e14
